email_index,priority,reasoning
15280,3,Draft of confidentiality agreement needed tonight before tomorrow's CFO meeting
15281,1,Promotional newsletter with no actionable request
15282,1,Forwarded informational email with no clear action required
15283,1,"Informational outage report, no action required"
15284,2,"Request for confidentiality agreement information, not urgent"
15285,3,Needs comments before sending today
15286,1,"Informational news forward, no action required"
15287,3,Meeting scheduled for today requires immediate attention
15288,2,Request requires a response and action but is not urgent
15289,1,"Informational notice of departure, no immediate action required"
15291,2,Requires review of attached matrix but not urgent
15292,2,Needs clarification and response but not urgent
15293,2,Needs response to confirm counterparty approval
15294,1,"Informational about upcoming press conference, no action required"
15295,3,Urgent response required by 10 a.m. today
15296,2,"Request for information, not urgent"
15297,1,"Informational forward with materials, no immediate action required"
15298,3,Urgent meeting request needed today before 3 p.m.
15300,2,Request to change deadline requires a timely response
15301,1,"Informational forward about pipeline update, no action required"
15302,2,Requires forwarding the presentation to Jeff
15303,2,Request to stay on report list requires a response but is not urgent
15304,2,Request for additional sets requires response but is not urgent
15305,2,Requires a response but not urgent
15306,2,Request to attend training needs a response
15309,2,Requires follow‑up to coordinate arbitrator details
15310,2,"Request for group input and planning, requires response but not urgent"
15311,2,Needs response to address resource diversion concerns
15312,1,"Informational update, no action required"
15313,1,Informational meeting notice with no required response
15315,2,Invitation requires a response but is not urgent
15316,1,"Informational announcement, no immediate action required"
15317,3,Urgent conference call scheduled for tomorrow
15320,1,Informational invoice details with no urgent action required
