email_index,priority,reasoning
4089,2,Requires response but not urgent
4090,1,Informational newsletter with no required action
4091,1,"Spam solicitation, no action required"
4092,1,Promotional email with no actionable request
4093,1,Promotional spam with no required action
4094,3,Resume needed before tomorrow's meeting
4096,2,Invitation to an upcoming event requires a response
4097,1,Informational update with no required action
4098,1,"Promotional offer, no action required"
4101,2,Inquiry requires a response but is not time-sensitive
4102,1,"Informational corporate record, no action required"
4103,2,Request for drafting requires a response but is not urgent
4105,2,Invoice payment issue requires follow-up
4106,1,Promotional conference invitation with no urgent action required
4107,1,"Informational news update, no action required"
4108,1,Informational update with no required action
4109,1,Promotional marketing email with no required action
4110,2,Requires review and response to attached draft documents
4111,1,Email is informational with no clear action required
4112,1,"Promotional spam, no action required"
4113,1,"Informational email about a conference, no immediate action required"
4114,2,Request for information requires a response but is not urgent
4115,1,Informational schedule update with no required action
4116,1,"Informational daily verse, no action required"
4117,2,Requires a response to discuss pricing
4118,2,Requires RSVP for dinner and campout plans
4119,1,"Promotional sales email, no action required"
4120,1,Informational update with no action required
4121,1,It's an informational newsletter with no required action
4122,1,Informational forward with no clear action required
4123,1,"Promotional conference announcement, no action required"
4125,3,Urgent request for financial details before departure
4126,2,Requires entry submission by upcoming deadline
4127,3,Urgent need to verify faxed signature and meet escrow deadline by tomorrow
4128,1,"Informational confirmation, no action needed"
4129,1,"Promotional spam, no action required"
4130,2,Requires review but not urgent
4131,1,Promotional newsletter with no required action
4132,1,"Informational daily report, no action required"
4133,1,"Spam-like forwarded advertisement, no action needed"
4134,1,Informational FYI about mail handling guidelines
4136,2,Requires document review and response but not urgent
4137,1,"Informational update, no action required"
4139,1,"Spam prize claim email, no action required"
4140,1,"Security alert advising deletion, no urgent response needed"
4141,1,Email is a forwarded message with no clear actionable request
